kmeans_k,kmeans_r,birch,minibatch,spectral_k,spectral_d,agg_w,agg_cl,agg_al
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,7,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,7,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,7,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,2,4
29,7,0,33,34,7,7,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,7,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,2,4
14,16,0,21,12,18,4,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,7,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,7,2,4
6,28,0,10,34,7,26,2,4
29,7,0,33,34,7,7,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,2,4
6,7,0,10,34,7,7,2,4
6,28,0,10,34,7,26,7,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,7,7,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,2,4
29,7,0,33,34,7,7,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,2,4
6,28,0,10,34,7,26,2,4
