kmeans_k,kmeans_r,birch,minibatch,spectral_k,spectral_d,agg_w,agg_cl,agg_al
7,6,6,4,13,0,11,1,0
7,6,7,4,13,0,11,1,0
9,8,7,4,13,0,12,1,0
1,12,1,11,4,13,4,1,0
7,6,7,4,13,0,11,1,0
7,6,7,4,13,0,11,1,0
7,6,7,4,13,0,11,1,0
1,12,1,11,4,13,4,1,0
7,6,7,4,13,0,11,1,0
7,6,6,4,13,0,11,1,0
7,6,7,4,13,0,11,1,0
7,6,7,4,13,0,11,1,0
9,8,0,4,0,7,12,1,0
7,6,7,4,13,0,12,1,0
7,6,7,4,13,0,11,1,0
7,6,7,4,13,0,11,1,0
9,8,0,0,0,7,0,1,0
7,6,7,4,13,0,11,1,0
9,8,0,4,0,7,0,1,0
1,12,1,11,4,13,4,1,0
12,10,9,11,4,13,0,1,0
3,14,12,13,6,4,7,1,0
7,6,7,4,13,0,12,1,0
7,6,7,4,13,0,11,1,0
7,6,7,4,13,0,11,1,0
7,6,7,4,13,0,11,1,0
7,6,7,4,13,0,11,1,0
7,6,7,4,13,0,11,1,0
7,6,7,4,13,0,11,1,0
7,6,7,4,13,0,11,1,0
7,6,7,4,13,0,11,1,0
7,6,7,4,13,0,11,1,0
7,6,6,4,13,0,11,1,0
7,6,7,4,0,0,11,1,0
7,6,7,4,13,0,11,1,0
7,6,7,4,13,0,11,5,0
7,6,7,4,13,0,11,1,0
7,6,7,4,13,0,11,1,0
7,6,7,4,13,0,12,1,0
7,6,7,4,13,0,11,1,0
7,6,7,4,13,0,11,1,0
7,6,7,4,13,0,11,1,0
7,6,7,4,13,0,11,1,0
7,6,7,4,13,0,11,1,0
9,8,0,4,0,7,12,1,0
7,6,7,4,13,0,11,1,0
3,14,12,13,6,4,7,1,0
7,6,7,4,13,0,11,1,0
7,6,7,4,13,0,11,1,0
7,6,6,11,13,0,11,1,0
7,6,7,11,0,7,0,1,0
12,10,9,7,2,11,0,1,0
9,8,0,0,0,7,12,1,0
7,6,7,4,13,0,11,1,0
7,6,7,4,13,0,11,1,0
7,6,7,4,13,0,11,1,0
1,12,1,11,4,13,4,1,0
7,6,7,4,13,0,11,1,0
9,8,9,11,0,7,0,1,0
7,6,7,4,13,0,11,1,0
7,6,7,4,13,0,11,1,0
7,6,7,4,13,0,11,1,0
7,6,7,4,13,0,11,1,0
7,6,7,4,13,0,11,1,0
7,6,7,4,0,0,11,1,0
7,6,6,4,13,0,11,1,0
7,6,7,4,13,0,11,1,0
9,8,7,4,13,0,12,1,0
7,6,7,4,13,0,11,5,0
12,10,9,7,2,11,0,1,0
7,6,7,4,13,0,11,1,0
7,6,7,4,13,0,11,1,0
7,6,7,4,13,0,11,1,0
7,6,7,4,13,0,11,1,0
7,6,7,4,13,0,12,1,0
7,6,6,4,13,0,11,1,0
7,6,7,4,13,0,11,1,0
7,6,7,4,13,0,11,1,0
7,6,7,4,13,0,11,1,0
7,6,7,4,13,0,11,1,0
7,6,7,4,13,0,11,1,0
9,8,7,4,0,0,11,1,0
12,10,9,11,2,11,0,1,0
7,6,7,4,13,0,11,1,0
7,6,7,4,13,0,11,1,0
1,12,6,11,4,13,4,1,0
7,6,7,4,13,0,11,1,0
3,14,12,13,6,4,12,1,0
7,6,7,4,13,0,11,1,0
1,12,6,11,4,13,4,1,0
7,6,7,4,13,0,11,1,0
7,6,7,4,13,0,11,1,0
7,6,7,4,13,0,11,1,0
7,6,6,4,13,0,11,1,0
7,6,7,4,13,0,11,1,0
7,6,7,4,13,0,11,1,0
1,12,1,11,4,13,4,1,0
7,6,7,4,13,0,11,1,0
7,6,7,4,13,0,11,1,0
7,6,7,4,13,0,11,1,0
7,6,7,4,13,0,11,1,0
7,6,7,4,13,0,11,1,0
7,6,7,4,13,0,11,1,0
7,6,7,4,13,0,11,1,0
7,6,7,4,13,0,11,1,0
