kmeans_k,kmeans_r,birch,minibatch,spectral_k,spectral_d,agg_w,agg_cl,agg_al
1,0,0,9,1,0,10,0,2
1,0,0,6,1,0,10,0,2
1,0,0,9,1,0,10,1,2
1,0,0,6,1,0,10,0,2
7,0,0,6,1,0,10,1,2
7,12,11,11,6,12,11,1,2
1,0,0,6,1,0,10,0,2
1,0,0,6,1,0,10,0,2
1,0,0,6,1,0,8,1,2
1,0,0,6,1,0,10,0,2
13,10,9,1,13,6,8,1,2
1,0,0,6,1,0,10,1,2
1,0,0,6,1,0,10,0,2
1,0,0,6,1,0,10,0,2
7,12,11,11,6,12,11,1,2
1,0,0,9,1,0,7,1,2
1,10,0,9,1,0,10,1,2
1,10,5,9,1,0,3,1,2
1,0,0,6,1,0,10,0,2
1,0,0,9,1,0,10,1,2
14,1,2,13,8,9,14,1,2
11,10,7,4,9,3,3,1,2
1,0,0,6,1,0,10,1,2
7,12,11,11,6,12,11,1,2
1,0,0,6,1,0,10,0,2
1,0,0,6,1,0,10,0,2
1,0,0,6,1,0,10,1,2
1,0,0,9,1,0,10,1,2
1,0,0,6,1,0,10,0,2
1,0,0,6,1,0,10,0,2
1,0,0,6,1,0,10,0,2
1,0,0,6,1,0,10,1,2
1,0,0,6,1,0,10,0,2
1,0,0,6,1,0,10,1,2
1,0,0,6,1,0,10,0,2
7,0,0,6,1,0,10,1,2
1,0,0,6,1,0,10,0,2
1,0,0,6,1,0,10,0,2
1,0,0,9,1,0,10,0,2
1,10,0,9,1,0,10,1,2
1,10,0,9,1,0,10,0,2
1,0,0,9,1,0,10,0,2
1,0,0,6,1,0,10,0,2
1,0,0,6,1,0,10,0,2
1,0,0,9,1,0,10,0,2
1,0,0,6,1,0,10,0,2
1,0,0,6,1,0,10,1,2
1,10,5,9,1,0,3,0,2
1,0,0,6,1,0,10,0,2
1,0,0,6,1,0,8,1,2
13,6,9,1,13,6,8,0,2
1,0,0,6,1,0,10,0,2
7,12,11,11,6,12,11,1,2
1,0,0,6,1,0,10,0,2
7,0,0,6,6,12,11,1,2
1,0,0,6,1,0,10,1,2
0,1,11,11,14,4,11,1,2
14,12,2,13,8,9,11,1,2
1,0,0,9,1,0,10,0,2
1,0,0,6,1,0,10,0,2
7,12,11,11,6,12,11,1,2
1,0,0,6,1,0,10,0,2
14,0,2,9,1,0,7,1,2
1,0,0,6,1,0,10,0,2
1,0,0,6,1,0,10,0,2
1,0,0,9,1,0,10,0,2
1,0,0,9,1,0,10,0,2
1,0,0,6,1,0,10,1,2
1,0,0,9,1,0,10,0,2
1,0,0,6,1,0,10,0,2
1,0,0,6,1,0,10,1,2
1,0,0,6,1,0,10,0,2
1,0,0,6,1,0,10,1,2
13,10,9,1,13,6,8,1,2
1,0,0,6,1,0,10,1,2
1,10,7,9,1,0,3,1,2
1,0,0,6,1,0,10,1,2
7,12,11,11,6,12,11,1,2
1,10,0,9,1,0,10,1,2
1,0,0,6,1,0,10,1,2
1,0,0,6,1,0,10,1,2
7,12,11,11,6,12,11,1,2
1,0,0,9,1,0,10,1,2
1,0,0,9,1,0,10,0,2
1,0,0,6,1,0,10,0,2
1,0,0,6,1,0,10,1,2
11,10,7,9,1,3,3,1,2
1,0,0,6,1,0,10,1,2
1,0,0,9,1,0,10,1,2
1,0,0,6,1,0,10,0,2
1,0,0,6,1,0,10,1,2
13,10,9,1,13,6,8,1,2
1,0,0,6,1,0,10,0,2
1,0,0,9,1,0,7,1,2
13,6,9,1,13,6,8,0,2
1,0,0,6,1,0,10,1,2
1,0,0,6,1,0,10,0,2
1,0,0,6,1,0,10,0,2
1,0,0,6,1,0,10,0,2
1,0,0,6,1,0,10,1,2
13,10,9,1,13,6,8,0,2
1,0,0,9,1,0,10,1,2
1,0,0,6,1,0,10,1,2
1,0,0,6,1,0,10,0,2
1,0,0,6,1,0,10,1,2
1,0,0,9,1,0,10,1,2
13,10,9,1,13,6,8,0,2
1,0,0,6,1,0,8,1,2
1,0,0,6,1,0,10,1,2
1,0,0,9,1,0,10,0,2
1,0,0,6,1,0,10,0,2
7,12,11,6,6,12,11,1,2
1,0,0,6,1,0,10,0,2
1,0,0,9,1,0,10,0,2
1,0,0,6,1,0,10,1,2
1,0,0,9,1,0,10,0,2
1,0,0,6,1,0,10,0,2
