kmeans_k,kmeans_r,birch,minibatch,spectral_k,spectral_d,agg_w,agg_cl,agg_al
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,2,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,2,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,2,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,2,5
11,0,0,0,11,10,13,1,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,2,5
11,0,0,0,11,10,13,2,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,2,5
11,0,0,0,11,10,13,2,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,2,5
11,0,0,0,11,10,13,2,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,2,5
11,0,0,0,11,10,13,2,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,2,5
11,0,0,0,11,10,13,2,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,2,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,2,5
11,0,0,0,11,10,13,2,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,2,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,2,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,2,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,2,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,2,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,2,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,2,5
11,0,0,0,11,10,13,1,5
11,0,0,0,11,10,13,1,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,2,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,2,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,2,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,2,5
11,0,0,0,11,10,13,2,5
11,0,0,0,11,10,13,2,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,2,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,1,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,2,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,2,5
11,0,0,0,11,10,13,2,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,2,5
11,0,0,0,11,10,13,2,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,2,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,2,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
1,10,6,7,1,1,1,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,2,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,1,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,2,5
11,0,0,0,11,10,13,2,5
11,0,0,0,11,10,13,2,5
11,0,0,0,11,10,13,2,5
11,0,0,0,11,10,13,2,5
11,0,0,0,11,10,13,2,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,2,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,2,5
11,0,0,0,11,10,13,2,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,2,5
11,0,0,0,11,10,13,2,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,2,5
11,0,0,0,11,10,13,2,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,2,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,2,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,2,5
1,10,0,7,1,1,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,2,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,2,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,1,5
1,10,0,7,11,10,13,2,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,2,5
11,0,0,0,11,10,13,7,5
11,0,0,0,11,10,13,2,5
